Index,Name,Phone No,Email Id,Website,Address,Additional Details
10,"Studio Karan, Photography Service in Tezpur",9854003947,,,"Kakorapool, Tezpur-784001","Studio Karan, Photography Service in Tezpur. Digital photography services in tezpur. List of digital photography house in Tezpur"
11,"Eastern Photo Service, Photography Lab in Tezpur",9957278446,,,"Kacharigaon, TEzpur","Eastern Photo Service, Photography Lab in Tezpur. List of digital studio in Tezpur. Digital photography service in Tezpur"
12,"Jain Digital Lab, Photo Color Lab in Tezpur",9435081989,,,"Main Road, Tezpur","Jain Digital Lab, Photo Color Lab in Tezpur. List of digital studio in Tezpur. Photography lab in Tezpur"
13,Maa basanti tent house,8011582718,abijit2choudhury@gmail.com,http://www.mabasantitenthouse.page.tl,"Longai Road
Karimganj
Assam",We are the best event management unit in Karimganj of assam
14,FIRE EXTINGUISHER GUWAHATI,9475606310,surojits.kol@ceasefire.in,,"House No.16, 2nd Floor.
Nilomoni Phukan path,
Opp-Pibco Hero service center,
Christianbasti,
Guwahati-781005, Assam,","Ceasefire As an organization, we have always believed that in that fight against fire, knowledge truly is power. A well-informed customer is already half the battle won and the rest depends on the weapons chosen. Hence we build our products that are user-friendly, power-packed and are tested on most stringent tests for their reliability over the years and this is the precise reason why we got CE, ISO, ISI certificate under our belt. We are the only company that has ISO for manufacturing as well as marketing processes and are the only company to run 24X7 customer care center for round the clock customer service."
15,"Fruit Basket Guwahati, Contact No, Address",7002900455,,,"11, M.M. Road, Fancy Bazaar, Guwahati-1","Fruit Basket Guwahati, Contact No, Address. Fresh Fruit at Assam"
16,For any occassion Contact us for event management,,abijit2choudhury@gmail.com,,,"We are the best event management unit in Karimganj of assam
Visit us at http://www.mabasantitenthouse.page.tl"
17,"Aamar Dukan, Our Shop, Fair Price Shop in Japorigog, Assam",9707918771,,,"Japorigog, Guwahati","Aamar Dukan, Our Shop, Fair Price Shop in Japorigog, Assam. Fair Price Shop in Guwahati. Aamar Dukan in Guwahati
Providing the regular subsidized items under the Public Distribution System"
18,Vermicompost & Biofertilizer Manufacturer -SS Biotech Guwahati Assam,8811086270,ssbiotech05@gmail.com,http://www.ssbiotech.co.in,"HN-4 , NABINNAGAR 2ND BYELANE , ZOO ROAD TINIALI
GUWAHATI -24",Vermicompost & Biofertilizer Manufacturer -SS Biotech Guwahati Assam
19,"RK Uniforms | School & Corporate Uniform Supplier & Retailer Shop,Guwahati Assam",9854152299,ratul.kakati@yahoo.com,,"GNB Road,Guwahati Club, Guwahati -3 ,Assam","RK Uniforms | School & Corporate Uniform Supplier & Retailer Shop,Guwahati Assam"
20,"Woodies Furniture Furnishing & Electrical Showroom,Guwahati Assam",,,,"Near Old D.T.O office
Ulubari Flyover,G.S Road,Guwahati -7, Assam","Woodies Furniture Furnishing & Electrical Showroom,Guwahati Assam"
21,"Dugar Consumer & Cosmetics Product Retail Distributor Showroom,Guwahati Assam",,,,"P. B Complex, 4th Floor, AT Road,
Ghy- 781001,Assam","Dugar Consumer & Cosmetics Product Retail Distributor Showroom,Guwahati Assam"
22,"Water Treatment Plants Manufacturers, Guwahati, Assam|BIO-AQUA",,,,"1st Floor, Probir Market, Paltan Bazar,Guwahati,Assam","Water Treatment Plants Manufacturers, Guwahati, Assam|BIO-AQUA"
23,"Jit Enterprise - Authorised Sales and Service, Eureka Forbes Aquaguard, Pathsala Barpeta Assam",9707766121,,,"Lamshmi Market, College Road, Pathsala-781325","Jit Enterprise - Authorised Sales and Service, Eureka Forbes Aquaguard, Pathsala Barpeta Assam"
24,"Wall Putty Manufacturer ATC Cera Chem Pvt Ltd, Guwahati Assam",,,,"Nilamani Phukan Road, GS Road,Christian Basti, Guwahati-5,Assam","Wall Putty Manufacturer ATC Cera Chem Pvt Ltd, Guwahati Assam, Business Entity in Assam, Guwahati Business Directory"
25,"Wall Putty Manufacturer VEERAM Industries, Guwahati Assam",,,,"Shed No 03, Bylane No 02, Industrial Estate Bamunimaidan, Guwahati-21,Assam","Wall Putty Manufacturer VEERAM Industries, Guwahati Assam"
26,"Silver Drop Foods & Beverages Package Drinking Water, North Guwahati, Assam",,,,"Plot- D, Silver drop Industrial Complex, Vill- Sila Mohakhati, Mouza- Sila Sindurighopa, NH# 31, Amingaon, Ghy- 781031","Silver Drop Foods & Beverages Package Drinking Water, North Guwahati, Assam"
27,"Kamrup Alumunium Works, Guwahati Assam | Fabrication Aluminium Utensils",,,,"SRCB Rd, Mirjamal Jagdish Prasad BLDG, Fancy Bazar, Ghy- 781001","Kamrup Alumunium Works, Guwahati Assam | Fabrication Aluminium Utensils"
28,Sarathi's Diabetic foot care shoes Manufacturer Supplier Retailer | Guwahati Assam,,,,"13 G N B Rd, Panbazar, Guwahati-781001, Assam",Sarathi's Diabetic foot care shoes Manufacturer Supplier Retailer | Guwahati Assam. Foot Care Diabetic Patients. Diabetic Treatment
29,"Purbanchal Cement Ltd, Guwahati Assam | Surya Gold Cement Manufacturer",,,,"2nd Floor, Mega Plaza, Basistha Chariali, Beltola, Ghy- 781029, Assam","Purbanchal Cement Ltd,Guwahati Assam | Surya Gold Cement Manufacturer"
30,"Wooden Furniture Showroom Manufacturer, Guwahati Assam| The Home Treasury",,,,"House # 19, Mohd. Tayebullah Road, Dighalipukuri,Guwahati-1,Assam","Wooden Furniture Showroom Manufacturer, Guwahati Assam| The Home Treasury"
31,"Flower Gift Shop UTSHAV, Guwahati Assam |Florists Design & Decoration",,,,"MG Road,Fancy Bazar, Near JB's Restaurant, Guwahati-1,Assam","Flower Gift Shop UTSHAV, Guwahati Assam |Florists Design & Decoration"
32,"Metro Watch Company, Garhali, Jorhat, Assam",,,,"47, Garali, Jorhat- 785001, Near Arjun Tower","Metro Watch Company, Garhali, Jorhat, Assam"
33,"Blue Dart Courier Office Silchar, Assam",,,,"BLUE DART EXPRESS LTD
C/OCHAKRABORTY TRAVELS,
RELIANCE TRADING,ELLORA HOTEL
CLUB ROAD","Blue Dart Courier Office Silchar, Assam. Blue Dart Courier & Cargo Service Office, Silchar, Assam. Blue Dart Customer Care, Blue Dart Cargo Service,  Courier Tracking, Courier Service Near Me"
34,"HP Flex -Indoor & Outdoor Advertising Agency, Guwahati",,,,"2nd Floor,Above Shree Auto Bajaj Showroom, Paltanbazar,Guwahati-8,Assam","HP Flex -Indoor & Outdoor Advertising Agency, Guwahati"
35,Karbi Anglong Agro Processing Industry,9435397137,sales@karbiagro.com,,"JAPORAJAAN, P.O.:-JAPORAJAAN,DIST:-KARBIANGLONG, PIN:-782470,STATE:- ASSAM, COUNTRY:-INDIA",Karbi Anglong Agro Processing Industry. Karbi Anglong Food Processing Centre. We are a well-reckoned name in the sphere of manufacturing and exporting Indian spices and flexible packaging products. We have been able to offer diversified range aligned with the global needs.
36,Zoom Colour Lab Guwahati -Photo Studio Guwahati,,,,"Lakhtokia,SS Road, Guwahati-1,Assam",Zoom Colour Lab Guwahati -Photo Studio Guwahati
37,College Studio Panbazar -Photo Studio Digital Photo Lab Guwahati,,,,"ML Newhru Road,Panbazar, Guwahati,Assam",College Studio Panbazar -Photo Studio Digital Photo Lab Guwahati
38,"Purbanchal Gases & Industrial Tools, Guwahati Assam",,,,"F.A Road,Kumarpara,Guwahati-1, Assam","Purbanchal Gases & Industrial Tools, Guwahati Assam"
39,"Laxman Bhandar, Grocery Store in Rangia, station Road, Rangia",03621241249,,,"70, Station Road, Rangia- 781354, Near Railway Station",Padma-Best Sweet Shop in Guwahati- Namkeen Chaats Snacks Bakery
40,Home Decor Hardware Shop Guwahati -GYPSTAR Guwahati,0361-2739112,,,"S J Road, Athgaon, Guwahati-8 Assam",Home Decor Hardware Shop Guwahati -GYPSTAR Guwahati
41,"Sun Shine Electronics, Specialist in Science Project Goods",,,,"Rly Gate No 2
Ahmed Market, Lakhtokia, Ghy-1","Sun Shine Electronics, Specialist in Science Project Goods"
42,"Lakhimi Bag & Dress Designer and Manufacturer Guwahati, Assam",,lakhimiss@gmail.com,,"20,Namghar Path,Panjabari, Guwahati-37, Assam","Lakhimi Bag & Dress Designer and Manufacturer Guwahati, Assam"
43,"Colors, Life make better, MCB, Switches, Wires & cables Accessories",,,,"Tanu Electricals, Habibur Rahman Complex, A.T.Road, Adabari, Assam","Colors, Life make better, MCB, Switches, Wires & cables Accessories"
44,"Sivom Electronics, Electronics product showroom in Guwahati",,,,"Fancy Complex, Opp Bata Showroom, G.S.Road, Paltan Bazaar, Ghy-8","Sivom Electronics, Electronics product showroom in Guwahati"
45,"Signora, Asia specific Country Diaper, Napkin, Cosmetic",03325628250,admn_samiran@rediffmail.com,,"56, vivekananda Road,
barasat
kolkata-700124","Signora, Asia specific Country Diaper, Napkin, Cosmetic"
46,"Shree Krishna Enterprise, Registered Contractor and Agriculture Supplier",,,,"Inland Tower, A.T.Road, Machkhowa, Guwahati-1","Shree Krishna Enterprise, Registered Contractor and Agriculture Supplier"
47,"Hari Metal House, Brass Items and Gift Item Supplier, Maligaon, Assam",03612570949,,,"PNGB Road, Maligaon Chariali, Guwahati-781011","Hari Metal House, Brass Items and Gift Item Supplier, Maligaon, Assam"
48,"Lovely Center, Government and General Order Supplier, Mokokchung, Nagaland",,,,"NST Building, Mokokchung-798601, Nagaland","Lovely Center, Government and General Order Supplier, Mokokchung, Nagaland"
49,"Genius Communication Networks, Silchar",,,,"Shop No1, Elite Comples, Prem Tola, Silchar-788001","Genius Communication Networks, Silchar"
50,"Rass Cryogenics, deals in gases and medical equipments, Guwahati",0361-2225089,,,"R.G.Baruah Road, Near Namghar, H.No-52, Guwahati-781024","Rass Cryogenics, deals in gases and medical equipments, Guwahati"
51,"S. K. Enterprises, All Kinds of Stationary Dealer, G.C. Sheet",03612303728,,,"Basistha Road, Beltola Chariali, Guwahati-29","S. K. Enterprises, All Kinds of Stationary Dealer, G.C. Sheet"
52,"Vibgyor Traders, Deals in Surgical, Rehabilation and Hospital Equipment",,,,"58, Swapta Swahid Path, Sarumotoria, Dishpur, Guwahati-781006","Vibgyor Traders, Deals in Surgical, Rehabilation and Hospital Equipment"
53,"Dinesh Electronics, Electronics Goods Sales and Service, Guwahati",03612637502,,,"14 A, Ahmed Market, Near Rly Gate No2, Guwahati-1","Dinesh Electronics, Electronics Goods Sales and Service, Guwahati"
54,Tiles World Sanitary ware & Bathroom fittings Dealer in Guwahati,9854013305,bborah82@gmail.com,,"Hatigaon, Mayur Plaza Complex, Hatigaon Main Road, Guwahati,Assam",Tiles World Sanitary ware & Bathroom fittings Dealer in Guwahati
55,Wooden Handmade Gift & Home Decor Item Shop in Guwahati SHAGUN,9864339733,prernadeorah@yahoo.in,,"Shagun, Dr J.C Das Road, Panbazar, Guwahati-1, Assam",Wooden Handmade Gift & Home Decor Item Shop in Guwahati SHAGUN. Wooden Handmade Gift Supplier Assam
56,"Design & Drawing Centre, Guwahati Assam | Large size Xerox & Plotting",,,,"Above Satkar Garments Shop, Opp. Anuradha Cinema Hall, Bamunimaidan,Guwahati,Assam","Design & Drawing Centre, Guwahati Assam | Large size Xerox & Plotting"
57,"Ferns Petal, Flower Home Delivery Guwahati",03612451868,,,"GS Road, Ghy-781005","Ferns Petal, Flower Home Delivery within Guwahati. Gift a Flower to loved one. Yellow Page Guwahati"
58,"Roses & Aramis, Flower Home Delivery in Guwahati, Contact No",03612451868,,,"Opp Maharshi Vidya Mandir, GNB Road, Guwahati-3","Flower Home Delivery in Guwahati, Contact No. Place order by Phone. Gift a Flower"
59,"Bhimshakti & Sugarfree Bhimshakti, Popular Industrial Food Product",9859338702,,,"Na-Ali, Jorhat-785001","Bhimshakti & Sugarfree Bhimshakti, Popular Industrial Food Product"
60,Nestle Coffee Tea Vending Machine Franchise Guwahati -Techno Trade,9435012423,,,"Kamakhya Nursery, Kamakhya Temple Road,Guwahati-9,Assam",Nestle Coffee Tea Vending Machine Franchise Guwahati -Techno Trade
61,"Ashok Industrial Enterprise, Masonite Door Dealer in Guwahati",,,,"51, S.R.C.B. Road, Fancy Bazaar, Guwahati","Ashok Industrial Enterprise, Masonite Door Dealer in Guwahati"
62,"Graphica Design Studio, Guwahati",9864071378,,,"M.G.Road, Near Sukreswar Mandir, Panbazar, Ghy-1","Graphica Design Studio, Guwahati. Screen Printing & Fabric"
63,Passenger Lifts Manufacturer in India,9735784005,franksongroupindia@gmail.com,,"Ramkrishna Path, Bhaskar Nagar
Guwahati – 25
Assam
India","We supply a wide range of Passenger Elevators, which is made of high grade raw material. It has capacity to carry 4 to 20 people in one round. These Passenger Elevators have auto doors as well as manual doors that enhance their longer life and trouble free performance. These products are designed in accordance with the clients' requirements..."
64,"Krishi Jigyas, Producer and Supplier of Organic Products, Farm Implements, Guwahati",,,,"13, SSN Path, Ambikagiri Nagar, R.G. Baruah Road, Guwahati-24","Krishi Jigyas, Producer and Supplier of Organic Products, Farm Implements, Guwahati"
65,"Fair Centre, Electronics Goods Supplier in Silchar, Assam",,,,"Tennis Club Comples, Park Road, Silchar-1","Fair Centre, Electronics Goods Supplier in Silchar, Assam"
66,"Vishal Mega Mart, JN Road, Tezpur, Assam",,,,"11, JN Road, Tezpur- 784001
Near BSNL Office","Vishal Mega Mart, JN Road, Tezpur, Assam"
67,"NEELKAMAL Furnishing House Guwahati, Assam",,,,"Maliram Lohia Market,
Fancy Bazar, Guwahati -1 ,Assam","Furnishing House Guwahati Assam,NEELKAMALDeals in : Cartain and Tapesty Cloths,Bed Sheets,Bed Cover,Towlels,Blankets,Pillows,Coir and P.U.Foam mattresses."
68,"Manufacturer of Power & Distribution Transformer,Guwahati,Assam",,,,"J.B Road, Chenikuthi,
Guwahati,Assam","Manufacturer of Power & Distribution Transformer,Guwahati,AssamPRAGJYOTISH Transformer Pvt. Ltd."
69,Adhunik Packers and Movers | Guwahati Contact No,,ramesh.agarwal2010@yahoo.com,,Panbazar,"An ISO 9001:2008 household goods, Cars.All India, Guwahati:Contact No: 03612510232, 9401785901, 9864195237Mumbai:093242-61020"
