Index,Name,Phone No,Email Id,Website,Address,Additional Details
10,"Diphu Fire Station, Diphu, Emergency Phone Number Assam",03671272265,,,"Diphu Fire Station, Karbi Anglong Assam","Diphu Fire Station, Diphu, Emergency Phone Number Assam"
11,"Voluntary Blood Donation Organization | Donate blood, save life, Guwahati Assam | Blood Bank",0361-2570324,,,,"Voluntary Blood Donation Organization | Donate blood, save life, Guwahati Assam | Blood Bank"
12,"NEDFi Haat, Handloom & Handicraft Showroom, Ambari Guwahati Assam-Booking Phone Number",0361-6115555,,,"G.N. B. Road , Ambari,Guwahati-781003, Assam.","NEDFi Haat, Handloom & Handicraft Showroom, Ambari Guwahati Assam-Booking Phone Number"
13,Srimanta Sankardev Kalakshetra Reception - Contact No,0361-2337382,,,"Panjabari,Guwahati,Assam",Srimanta Sankardev Kalakshetra Reception - Contact No
14,"Assam Gujarat Vol. Association | Donate blood, save life, Guwahati Assam | Blood Bank",0361-2524939,,,Assam Gujarat Vol. Association 0361-2524939,"Assam Gujarat Vol. Association | Donate blood, save life, Guwahati Assam | Blood Bank"
15,Meghalaya Rural Gramin Bank | Jobs |Recruitment | Phone Number Contact Information,,,http://www.meghruralbank.co.in,"M.T.C Building,2nd Floor, Police Bazar,Shillong, PIN -739001, Meghalaya,India",Meghalaya Rural Gramin Bank | Jobs |Recruitment | Phone Number Contact Information
16,"Circuit House Guwahati, Assam, VIP Suite Contact No",0361-2540257,,,"Circuit House Guwahati, Assam, VIP Suite","Circuit House Guwahati, Assam, VIP Suite Contact No"
17,"Circuit House, Bongaigaon Assam Contact Information",03664-220994,,,"Circuit House, Bongaigaon Assam","Circuit House, Bongaigaon Assam Contact Information"
18,"Nagaland House, Six Mile, Guwahati, Assam |Contact Phone Number",0361-2332158,,,"Nagaland House, Six Mile, Sachal Road, Khanapara, Guwahati, Assam 781022","Nagaland House, Six Mile, Guwahati, Assam |Contact Phone Number"
19,"Tripura House, Guwahati | Contact Phone Number, Booking Information",0361-2520186,,,"Tripura House , AT Road,Bharalumukh, Guwahati, Assam - 781009","Tripura House, Guwahati | Contact Phone Number, Booking Information"
20,"Meghalaya Bhawan State Govt Guest House, Guwahati,Booking Phone Number",0361-2544343,,,"A K Azad Road,  Rehabari, Guwahati, Assam - 781008, India","Meghalaya Bhawan State Govt Guest House, Guwahati,Booking Phone Number"
21,"Mizoram Bhawan, State Govt Guest House, Guwahati, Assam Contact Telephone Number",0361-2229626,,,"Christian Basti, G.S Road, Guwahati, Assam - 781005, India","Mizoram Bhawan, State Govt Guest House, Guwahati, Assam Contact Telephone Number"
22,"Karbi Bhawan, Guest House, Guwahati, Assam, Contact Phone Number",0361-2663350,,,"Karbi Bhawan,Guest House, Guwahati,","Karbi Bhawan, Guest House, Guwahati, Assam, Contact Phone Number"
23,"Arunachal Guest House, Guwahati, Contact Address Phone Number",0361-2412859,,,"Guwahati, Assam, PIN 781001","Arunachal Guest House, Guwahati, Contact Address Phone Number"
24,Kamakhya Temple Guwahati Assam Debutter Board Official Phone number & Contact Information,0361-2540615,,,"Office of The Kamakhya Debutter Board, Kamakhya Temple Complex, Kamakhya, Guwahati - 781010, Assam.",Kamakhya Temple Guwahati Assam Debutter Board Official Phone number & Contact Information
25,"Silchar Medical College Hospital Blood Bank, Ghungoor, Silchar, Assam",03842-241712,,,"SMC Building, Ghungoor,Silchar- 788015,Assam","Silchar Medical College Hospital Blood Bank, Ghungoor, Silchar, Assam"
26,"Post Office Diphu, Karbi Anglong , Assam",03671-272251,,,"Post Office Diphu, Karbi Anglong , Assam","Post Office Diphu, Karbi Anglong , Assam. India Post"
27,"ASEB Control Room,Diphu, Karbi Anglong, Assam, Contact No",03671-272307,,,"ASEB Control Room,Diphu, Karbi Anglong, Assam","ASEB Control Room,Diphu, Karbi Anglong, Assam, Contact No"
28,"ASEB Complain Diphu, Karbi Anglong, Assam",03671272262,,,"ASEB Complain Diphu, Karbi Anglong","ASEB Complain Diphu, Karbi Anglong, Assam, Assam State Electricity board Diphu"
29,"Karbi Bhavan, New Delhi, Contact No",011-29229986,,,"Karbi Bhavan, New Delhi","Karbi Bhavan, New Delhi, Contact  No. Karbi Anglong Autonomous Council Diphu, KAAC Guest house in New Delhi"
30,"Karbi Hamtun, Guwahati, Assam Contact No",0361-2363162,,,"Karbi Hamtun, Guwahati, Assam","Karbi Hamtun, Guwahati, Assam Contact No. Karbi Anglong Autonomous Council Guest house"
31,"Circuit House, Nagaon | Government Guest House Contact Information",03672 231657,,,"Circuit House, Nagaon","Circuit House, Nagaon | Government Guest House Contact Information"
32,"Circuit House, Karbi Anglong, Government Guest House Contact Information",03671-272248,,,"Circuit House, Karbi Anglong","Circuit House, Karbi Anglong, Government Guest House Contact Information"
33,"Circuit House, Jorhat,Government Guest House, Contact Information",0376-2332000,,,"Circuit House, Jorhat","Circuit House, Jorhat,Government Guest House, Contact Information"
34,"Circuit House, Tinsukia, Government Guest House, Contact Information",0374-2330520,,,"Circuit House, Tinsukia,Government Guest House","Circuit House, Tinsukia, Government Guest House, Contact Information"
35,"Circuit House, VIP Suite Dibrugarh, Government Guest House, Contact Information",0373-2300587,,,"Circuit House, VIP Suite Dibrugarh","Circuit House, VIP Suite Dibrugarh, Government Guest House, Contact Information"
36,"Circuit House, Dibrugarh, Government Guest House, Contact Information",0373-2301182,,,"Circuit House, Dibrugarh","Circuit House, Dibrugarh,Government Guest House, Contact Information"
37,"Circuit House Bokakhat, Government Guest House Assam",03776-266859,,,"Bokakhar,Assam","Circuit House Bokakhat, Government Guest House Assam"
38,"Rhino Gas Agency, Tarajan, Jorhat, Assam",0376-2706952,,,"41, Tarajan, Jorhat- 785001, Near Bajaj Allianz Life Insurance Company","Rhino Gas Agency, Tarajan, Jorhat, Assam"
39,"East Indane, Gas Agency, Kenduguri, Jorhat, Assam",0376-2350537,,,"Jorhat East, Kenduguri, Jorhat- 785001, Near Jorhat Kendriya Mahavidyalay","East Indane, Gas Agency, Kenduguri, Jorhat, Assam"
40,"National Insurance Company, KB Road, Jorhat, Assam",0376-2321290,,,"1st Street, KB Road, Jorhat- 785001, Near CKB Commerce College","National Insurance Company, KB Road, Jorhat, Assam. Guwahati Yellow Page, ING Life Insurance Assam, Jorhat Yellow Page, Assam Business Directory, Insurance Companies Assam"
41,"Land Valuation Certificate Guwahati Assam, Land Revenue",,,http://online.assam.gov.in/services,,"Land Valuation Certificate Guwahati Assam, Land Revenue"
42,Apply Permanent Residence Certificate Assam [PRC] Online,,,http://online.assam.gov.in/services,,Apply Permanent Residence Certificate Assam [PRC] Online. Apply Assam PRC Online
43,Railway Ticket PNR status on Mobile SMS to 54959 |PNR Enquiry Service,,,,,Railway Ticket PNR status on Mobile SMS to 54959 |PNR Enquiry Service
44,"Deputy Commissioner DC Kamrup Metro, Contact Phone Number",03612540149,,,"Guwahati,Kamrup,Assam","Deputy Commissioner DC Kamrup Metro, Contact Phone Number"
45,"Swagatam Guest House, New Delhi, Under Assam Tourism",011-26163539,,,"T-20, U-19 Green Park Extension, New Delhi-110016","Swagatam Guest House, New Delhi, Under Assam Tourism"
46,"District Information & Public Relations Officer, Bongaigaon Assam Phone Number",9435325187,,,"DIPRO, Bongaigaon, Assam","District Information & Public Relations Officer, Bongaigaon Assam Phone Number"
47,"District Information & Public Relations Officer, Barpeta Assam Phone Number",03665252165,,,"DIPRO,Barpeta,Assam","District Information & Public Relations Officer, Barpeta Assam Phone Number"
48,"District Information & Public Relations Officer, Kamrup Rural Assam Phone Number",9435381926,,,"DIPRO,Kamrup Rural, Assam","District Information & Public Relations Officer, Kamrup Rural Assam Phone Number"
49,"District Information & Public Relations Officer, Kamrup Assam Phone Number",03612540181,,,"Kamrup,Assam","District Information & Public Relations Officer, Kamrup Assam Phone Number"
50,"District Information & Public Relations Officer, Kokrajhar Assam Phone Number",03661270285,,,"DIPRO,Kokrajhar,Assam","District Information & Public Relations Officer, Kokrajhar Assam Phone Number"
51,Marowari Yuva Manch Ambulance Emergency Service Guwahati Phone Number,0361-2542074,,,,Marowari Yuva Manch Ambulance Emergency Service Guwahati Phone Number
52,GGUMTA Ambulance Service Mirza -Emergency Phone Number,03623-227109,,,,GGUMTA Ambulance Service Mirza -Emergency Phone Number
53,GLP Social Circle Ambulance Service in Guwahati Phione Number,0361-2737373,,,,GLP Social Circle Ambulance Service in Guwahati Phione Number
54,"Ambulance Service Guwahati Phone Number,Downtown Hospital,Dispur",9864101111,,,,"Ambulance Service Guwahati Phone Number,Downtown Hospital,Dispur"
55,"Ambulance Phone Number in Assam,Arya Hospital Ulubari Guwahati",0361-2606888,,,,"Ambulance Phone Number in Assam,Arya Hospital Ulubari,Guwahati"
56,Ambulance Emergency Service Guwahati Phone Number,0361-102,,,,Ambulance Emergency Service Guwahati Phone Number
57,Human Rights Forum Guwahati Assam - Legal Aid Service,9954703606,,,"Guwahati, Assam, India",Human Rights Forum Guwahati Assam - Legal Aid Service
58,"Bhaskar Jyoti Gas, Tarajan, Jorhat, Assam",0376-2371814,,,"National Higway-37, Tarajan, Jorhat- 785001
Near Sanjivani Hospital","Bhaskar Jyoti Gas, Tarajan, Jorhat, Assam"
59,"Lions Club Sivasagar, Temple Road, Sibsagar, Assam",03772-222319,,,"Lions Club Sivasagar
Central Market, Temple Road, Sibsagar- 785640
Near Allahabad Bank","Lions Club Sivasagar, Temple Road, Sibsagar, Assam"
60,"Priyam LPG Gas Agency, North Guwahati ,Gas Booking Phone Number",03612690120,,,"Priyam LPG Gas Agency, North Guwahati
Silsakoo,Guwahati-30
Assam","Priyam LPG Gas Agency, North Guwahati ,Gas Booking Phone Number"
61,"DC Office Diphu Karbi Anglong, Assam",03671-272257,,,"DC Office Diphu, Karbi Anglong,
Assam","DC Office Diphu Karbi Anglong, Assam|Phone Number"
62,"Bharat Gas Distributor, Diphu Karbi Anglong, Assam",03671-273285,,,"Bharat Gas Distributor,
Diphu Karbi Anglong,
Assam","Bharat Gas LPG Distributor Contact Information ,Diphu Assam"
63,"Inghi Gas Service, Indane Distributor, Diphu, Karbi Anglong, Assam",03671-273249,,,,Indane LPG Gas Distributor Diphu Assam Contact Information
64,"Water Supply Diphu, Karbi Anglong, Assam",03671-272309,,,"Water Supply Diphu,
Karbi Anglong, Assam","Water Supply Diphu, Karbi Anglong, Assam | Complaint Phone Number"
65,"Circuit House Dhemaji, Assam, Contact No",03753-224310,,,"Circuit House Dhemaji, Assam, Contact No","Circuit House Dhemaji, Assam"
66,"Circuit House Guwahati, Assam, Contact No",0361-2540356,,,"Circuit House Guwahati, Assam","Circuit House Guwahati, Assam, Contact No"
67,"Circuit House, Dhubri |Government Guest House Contact Information",03662-220070,,,"Circuit House, Dhubri","Circuit House, Dhubri |Government Guest House Contact Information"
68,"Circuit House Kokrajhar,Assam Government Guest House| Contact No",0366-270671,,,"Circuit House Kokrajhar,Assam","Circuit House Kokrajhar,Assam Government Guest House| Contact No"
69,"Red Cross Ambulance Service, Guwahati Assam, Contact No",0361-2665114,,,,"Red Cross Ambulance Service, Guwahati Assam, Contact No"
70,"West Assam Milk Union,Milk Product Manufacturer Milk Delivery,Guwahati Assam",,,,"Jyoti Prasad Agrawala Road, Panjabari . 781037,
Assam","West Assam Milk Union,Milk Product Manufacturer Milk Delivery,Guwahati Assam"
71,"Dibrugarh- Guwahati- New Delhi Rajdhani Express Train Time Table,Ticket Booking,PNR Status",,,http://www.indianrail.gov.in/rajdhani_trn_list.html,,"Rajdhani Express trains were introduced in the year 1969 for providing high-speed connections up to 140 kilometers speed from New Delhi to the various state capital cities of India. The speed varies depending upon the particular track section.This also was the first group of trains with all its coaches being air-conditioned. Passengers are served complimentary meals during the journey. Depending on the duration and timings of the journey, these could include lunch, evening tea with snacks, dinner, morning tea and breakfast.Comprehensive details such as train names, their numbers, and days of run and other related information of the of trains are provided underneath in the tableDibrugarh to New Delhi - New Delhi Dibrugarh Rajdhani Express"
